  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  1985          40     0.00147  0.00147  0.50   97371     143   97299  3829448  39.33
  1985          41     0.00158  0.00157  0.50   97228     153   97151  3732149  38.39
  1985          42     0.00168  0.00168  0.50   97075     163   96993  3634997  37.45
  1985          43     0.00191  0.00190  0.50   96912     185   96819  3538004  36.51
  1985          44     0.00206  0.00206  0.50   96727     199   96627  3441185  35.58
  1985          45     0.00219  0.00218  0.50   96528     211   96422  3344557  34.65
  1985          46     0.00246  0.00246  0.50   96317     237   96199  3248135  33.72
  1985          47     0.00282  0.00282  0.50   96080     271   95945  3151936  32.81
  1985          48     0.00296  0.00296  0.50   95809     283   95668  3055991  31.90
  1985          49     0.00342  0.00341  0.50   95526     326   95363  2960324  30.99
  1985          50     0.00366  0.00365  0.50   95200     348   95026  2864960  30.09
  1985          51     0.00426  0.00425  0.50   94852     403   94651  2769934  29.20
  1985          52     0.00463  0.00462  0.50   94449     436   94231  2675283  28.33
  1985          53     0.00488  0.00487  0.50   94013     458   93784  2581052  27.45
  1985          54     0.00542  0.00541  0.50   93555     506   93302  2487268  26.59
  1985          55     0.00560  0.00558  0.50   93049     519   92789  2393966  25.73
  1985          56     0.00630  0.00628  0.50   92530     581   92239  2301177  24.87
  1985          57     0.00646  0.00644  0.50   91948     592   91652  2208938  24.02
  1985          58     0.00700  0.00698  0.50   91357     638   91038  2117286  23.18
  1985          59     0.00767  0.00765  0.50   90719     694   90372  2026248  22.34
  1985          60     0.00817  0.00814  0.50   90025     733   89659  1935876  21.50
  1985          61     0.00887  0.00883  0.50   89293     789   88898  1846217  20.68
  1985          62     0.00940  0.00936  0.50   88504     828   88090  1757319  19.86
  1985          63     0.01050  0.01044  0.50   87676     915   87218  1669229  19.04
  1985          64     0.01123  0.01116  0.50   86760     969   86276  1582011  18.23
  1985          65     0.01288  0.01279  0.50   85792    1098   85243  1495735  17.43
  1985          66     0.01392  0.01382  0.50   84694    1171   84109  1410492  16.65
  1985          67     0.01545  0.01533  0.50   83523    1281   82883  1326383  15.88
  1985          68     0.01736  0.01721  0.50   82243    1415   81535  1243500  15.12
  1985          69     0.01972  0.01953  0.50   80827    1578   80038  1161965  14.38
  1985          70     0.02144  0.02121  0.50   79249    1681   78408  1081927  13.65
  1985          71     0.02393  0.02365  0.50   77568    1835   76651  1003519  12.94
  1985          72     0.02658  0.02623  0.50   75733    1987   74740   926868  12.24
  1985          73     0.03070  0.03024  0.50   73747    2230   72632   852128  11.55
  1985          74     0.03471  0.03412  0.50   71517    2440   70297   779496  10.90
  1985          75     0.03897  0.03823  0.50   69077    2641   67756   709200  10.27
  1985          76     0.04450  0.04353  0.50   66436    2892   64990   641443   9.66
  1985          77     0.05068  0.04942  0.50   63544    3141   61974   576453   9.07
  1985          78     0.05818  0.05654  0.50   60403    3415   58696   514480   8.52
  1985          79     0.06255  0.06065  0.50   56988    3456   55260   455784   8.00
  1985          80     0.07174  0.06926  0.50   53532    3707   51678   400524   7.48
  1985          81     0.08002  0.07694  0.50   49825    3833   47908   348846   7.00
  1985          82     0.09036  0.08645  0.50   45991    3976   44003   300938   6.54
  1985          83     0.09957  0.09485  0.50   42015    3985   40023   256934   6.12
  1985          84     0.11239  0.10641  0.50   38030    4047   36007   216912   5.70
  1985          85     0.12525  0.11787  0.50   33983    4005   31980   180905   5.32
  1985          86     0.13624  0.12755  0.50   29978    3824   28066   148925   4.97
  1985          87     0.15366  0.14270  0.50   26154    3732   24288   120859   4.62
  1985          88     0.16693  0.15407  0.50   22422    3455   20695    96571   4.31
  1985          89     0.19266  0.17573  0.50   18967    3333   17301    75877   4.00
  1985          90     0.20932  0.18949  0.50   15634    2963   14153    58576   3.75
  1985          91     0.22078  0.19883  0.50   12672    2520   11412    44423   3.51
  1985          92     0.24908  0.22149  0.50   10152    2249    9028    33011   3.25
  1985          93     0.27333  0.24046  0.50    7903    1900    6953    23984   3.03
  1985          94     0.29082  0.25390  0.50    6003    1524    5241    17030   2.84
  1985          95     0.32826  0.28198  0.50    4479    1263    3847    11789   2.63
  1985          96     0.35457  0.30118  0.50    3216     969    2732     7942   2.47
  1985          97     0.38278  0.32129  0.50    2247     722    1886     5211   2.32
  1985          98     0.41256  0.34201  0.50    1525     522    1264     3324   2.18
  1985          99     0.44354  0.36303  0.50    1004     364     821     2060   2.05
  1985         100     0.47533  0.38405  0.50     639     246     517     1238   1.94
  1985         101     0.50755  0.40482  0.50     394     159     314      722   1.83
  1985         102     0.53983  0.42509  0.50     234     100     185      408   1.74
  1985         103     0.57182  0.44468  0.50     135      60     105      223   1.66
  1985         104     0.60317  0.46341  0.50      75      35      57      118   1.58
  1985         105     0.63356  0.48115  0.50      40      19      30       61   1.52
  1985         106     0.66270  0.49777  0.50      21      10      16       30   1.46
  1985         107     0.69032  0.51319  0.50      10       5       8       15   1.41
  1985         108     0.71616  0.52734  0.50       5       3       4        7   1.37
  1985         109     0.74004  0.54017  0.50       2       1       2        3   1.33
  1985         110+    0.76178  1.00000  1.31       1       1       1        1   1.31
  1986           0     0.00523  0.00520  0.18  100000     520   99572  7818334  78.18
  1986           1     0.00085  0.00085  0.50   99480      84   99437  7718762  77.59
  1986           2     0.00047  0.00047  0.50   99395      47   99372  7619324  76.66
  1986           3     0.00034  0.00034  0.50   99348      34   99331  7519952  75.69
  1986           4     0.00027  0.00027  0.50   99315      27   99301  7420621  74.72
  1986           5     0.00023  0.00023  0.50   99288      23   99276  7321320  73.74
  1986           6     0.00022  0.00022  0.50   99265      21   99254  7222043  72.76
  1986           7     0.00019  0.00019  0.50   99243      19   99234  7122789  71.77
  1986           8     0.00016  0.00016  0.50   99224      16   99216  7023555  70.78
  1986           9     0.00014  0.00014  0.50   99208      14   99201  6924339  69.80
  1986          10     0.00014  0.00014  0.50   99194      14   99187  6825138  68.81
  1986          11     0.00014  0.00014  0.50   99180      14   99173  6725951  67.82
  1986          12     0.00015  0.00015  0.50   99166      15   99158  6626779  66.83
  1986          13     0.00017  0.00017  0.50   99151      17   99142  6527620  65.84
  1986          14     0.00019  0.00019  0.50   99133      19   99124  6428479  64.85
  1986          15     0.00024  0.00024  0.50   99114      23   99102  6329355  63.86
  1986          16     0.00042  0.00042  0.50   99091      41   99070  6230253  62.87
  1986          17     0.00051  0.00051  0.50   99049      51   99024  6131183  61.90
  1986          18     0.00055  0.00055  0.50   98999      54   98971  6032159  60.93
  1986          19     0.00062  0.00062  0.50   98944      61   98914  5933188  59.96
  1986          20     0.00063  0.00063  0.50   98883      62   98852  5834274  59.00
  1986          21     0.00058  0.00058  0.50   98821      58   98792  5735422  58.04
  1986          22     0.00056  0.00056  0.50   98763      55   98735  5636630  57.07
  1986          23     0.00055  0.00055  0.50   98708      54   98681  5537894  56.10
  1986          24     0.00055  0.00055  0.50   98653      54   98626  5439214  55.13
  1986          25     0.00057  0.00057  0.50   98599      57   98571  5340587  54.16
  1986          26     0.00060  0.00060  0.50   98543      59   98513  5242016  53.20
  1986          27     0.00059  0.00059  0.50   98484      58   98455  5143503  52.23
  1986          28     0.00060  0.00060  0.50   98426      59   98397  5045048  51.26
  1986          29     0.00063  0.00063  0.50   98367      62   98336  4946651  50.29
  1986          30     0.00063  0.00063  0.50   98306      62   98275  4848315  49.32
  1986          31     0.00061  0.00061  0.50   98244      60   98214  4750040  48.35
  1986          32     0.00068  0.00068  0.50   98184      67   98150  4651826  47.38
  1986          33     0.00078  0.00078  0.50   98117      76   98079  4553676  46.41
  1986          34     0.00081  0.00081  0.50   98041      79   98001  4455597  45.45
  1986          35     0.00089  0.00089  0.50   97961      87   97918  4357597  44.48
  1986          36     0.00096  0.00096  0.50   97874      94   97828  4259679  43.52
  1986          37     0.00105  0.00105  0.50   97781     103   97729  4161851  42.56
  1986          38     0.00111  0.00111  0.50   97678     108   97624  4064122  41.61
  1986          39     0.00130  0.00130  0.50   97570     127   97507  3966498  40.65
  1986          40     0.00132  0.00132  0.50   97443     129   97379  3868991  39.71
  1986          41     0.00151  0.00151  0.50   97314     147   97241  3771612  38.76
  1986          42     0.00170  0.00170  0.50   97167     166   97084  3674372  37.81
  1986          43     0.00180  0.00179  0.50   97002     174   96915  3577287  36.88
  1986          44     0.00206  0.00205  0.50   96828     199   96728  3480373  35.94
  1986          45     0.00222  0.00221  0.50   96629     214   96522  3383645  35.02
  1986          46     0.00238  0.00238  0.50   96415     229   96300  3287123  34.09
  1986          47     0.00264  0.00263  0.50   96185     253   96059  3190823  33.17
  1986          48     0.00294  0.00293  0.50   95932     281   95791  3094764  32.26
  1986          49     0.00324  0.00323  0.50   95650     309   95496  2998973  31.35
  1986          50     0.00360  0.00359  0.50   95341     342   95170  2903478  30.45
  1986          51     0.00403  0.00402  0.50   94999     382   94808  2808308  29.56
  1986          52     0.00443  0.00442  0.50   94617     418   94407  2713500  28.68
  1986          53     0.00481  0.00480  0.50   94198     452   93972  2619093  27.80
  1986          54     0.00529  0.00528  0.50   93746     495   93499  2525121  26.94
  1986          55     0.00569  0.00567  0.50   93251     529   92987  2431622  26.08
  1986          56     0.00595  0.00593  0.50   92722     550   92447  2338635  25.22
  1986          57     0.00658  0.00655  0.50   92172     604   91870  2246188  24.37
  1986          58     0.00676  0.00674  0.50   91568     617   91260  2154317  23.53
  1986          59     0.00745  0.00742  0.50   90951     675   90614  2063057  22.68
  1986          60     0.00801  0.00798  0.50   90276     720   89916  1972443  21.85
  1986          61     0.00857  0.00853  0.50   89556     764   89174  1882527  21.02
  1986          62     0.00931  0.00927  0.50   88792     823   88381  1793353  20.20
  1986          63     0.01003  0.00998  0.50   87969     878   87530  1704972  19.38
  1986          64     0.01094  0.01088  0.50   87091     947   86617  1617443  18.57
  1986          65     0.01199  0.01192  0.50   86143    1027   85630  1530825  17.77
  1986          66     0.01382  0.01372  0.50   85117    1168   84533  1445195  16.98
  1986          67     0.01474  0.01463  0.50   83949    1228   83335  1360662  16.21
  1986          68     0.01657  0.01643  0.50   82721    1359   82041  1277327  15.44
  1986          69     0.01840  0.01823  0.50   81362    1483   80620  1195286  14.69
  1986          70     0.02078  0.02057  0.50   79878    1643   79057  1114666  13.95
  1986          71     0.02289  0.02263  0.50   78235    1770   77350  1035609  13.24
  1986          72     0.02582  0.02549  0.50   76465    1949   75490   958259  12.53
  1986          73     0.02862  0.02822  0.50   74516    2103   73465   882768  11.85
  1986          74     0.03272  0.03219  0.50   72413    2331   71248   809304  11.18
  1986          75     0.03684  0.03618  0.50   70082    2535   68814   738056  10.53
  1986          76     0.04135  0.04051  0.50   67547    2736   66179   669242   9.91
  1986          77     0.04711  0.04602  0.50   64810    2983   63319   603063   9.31
  1986          78     0.05336  0.05197  0.50   61828    3213   60221   539744   8.73
  1986          79     0.06247  0.06058  0.50   58614    3551   56839   479523   8.18
  1986          80     0.06786  0.06563  0.50   55064    3614   53257   422684   7.68
  1986          81     0.07662  0.07379  0.50   51450    3797   49551   369427   7.18
  1986          82     0.08611  0.08256  0.50   47653    3934   45686   319876   6.71
  1986          83     0.09645  0.09201  0.50   43719    4023   41707   274190   6.27
  1986          84     0.10762  0.10213  0.50   39696    4054   37669   232482   5.86
  1986          85     0.12025  0.11343  0.50   35642    4043   33621   194813   5.47
  1986          86     0.13546  0.12687  0.50   31599    4009   29595   161193   5.10
  1986          87     0.14430  0.13459  0.50   27590    3713   25733   131598   4.77
  1986          88     0.16456  0.15205  0.50   23877    3630   22062   105865   4.43
  1986          89     0.17706  0.16266  0.50   20246    3293   18600    83803   4.14
  1986          90     0.20310  0.18438  0.50   16953    3126   15390    65204   3.85
  1986          91     0.21608  0.19501  0.50   13827    2697   12479    49813   3.60
  1986          92     0.23830  0.21293  0.50   11131    2370    9946    37334   3.35
  1986          93     0.26136  0.23115  0.50    8761    2025    7748    27389   3.13
  1986          94     0.28230  0.24738  0.50    6736    1666    5903    19640   2.92
  1986          95     0.31665  0.27337  0.50    5069    1386    4377    13738   2.71
  1986          96     0.34238  0.29233  0.50    3684    1077    3145     9361   2.54
  1986          97     0.36998  0.31222  0.50    2607     814    2200     6216   2.38
  1986          98     0.39917  0.33276  0.50    1793     597    1495     4016   2.24
  1986          99     0.42963  0.35366  0.50    1196     423     985     2522   2.11
  1986         100     0.46099  0.37464  0.50     773     290     628     1537   1.99
  1986         101     0.49291  0.39545  0.50     484     191     388      909   1.88
  1986         102     0.52504  0.41587  0.50     292     122     232      521   1.78
  1986         103     0.55702  0.43568  0.50     171      74     134      289   1.69
  1986         104     0.58853  0.45472  0.50      96      44      74      156   1.62
  1986         105     0.61923  0.47284  0.50      53      25      40       81   1.55
  1986         106     0.64884  0.48991  0.50      28      14      21       41   1.49
  1986         107     0.67708  0.50584  0.50      14       7      11       20   1.43
  1986         108     0.70371  0.52055  0.50       7       4       5       10   1.39
  1986         109     0.72850  0.53399  0.50       3       2       2        5   1.35
  1986         110+    0.75129  1.00000  1.33       2       2       2        2   1.33
  1987           0     0.00495  0.00493  0.18  100000     493   99597  7860565  78.61
  1987           1     0.00081  0.00081  0.50   99507      80   99467  7760968  77.99
  1987           2     0.00044  0.00044  0.50   99427      44   99405  7661501  77.06
  1987           3     0.00035  0.00035  0.50   99383      35   99366  7562096  76.09
  1987           4     0.00026  0.00026  0.50   99348      26   99335  7462730  75.12
  1987           5     0.00025  0.00025  0.50   99322      24   99310  7363395  74.14
  1987           6     0.00022  0.00022  0.50   99298      22   99287  7264085  73.15
  1987           7     0.00021  0.00021  0.50   99276      21   99266  7164798  72.17
  1987           8     0.00016  0.00016  0.50   99255      16   99248  7065532  71.19
  1987           9     0.00014  0.00014  0.50   99240      14   99233  6966285  70.20
  1987          10     0.00011  0.00011  0.50   99226      11   99221  6867052  69.21
  1987          11     0.00014  0.00014  0.50   99215      14   99208  6767831  68.21
  1987          12     0.00016  0.00016  0.50   99201      16   99193  6668623  67.22
  1987          13     0.00016  0.00016  0.50   99185      16   99178  6569430  66.23
  1987          14     0.00018  0.00018  0.50   99170      17   99161  6470252  65.24
  1987          15     0.00023  0.00023  0.50   99152      23   99141  6371091  64.26
  1987          16     0.00038  0.00038  0.50   99130      38   99111  6271950  63.27
  1987          17     0.00046  0.00046  0.50   99092      46   99069  6172840  62.29
  1987          18     0.00055  0.00055  0.50   99046      55   99018  6073771  61.32
  1987          19     0.00058  0.00058  0.50   98991      57   98962  5974753  60.36
  1987          20     0.00058  0.00058  0.50   98933      57   98905  5875791  59.39
  1987          21     0.00057  0.00057  0.50   98876      56   98848  5776886  58.43
  1987          22     0.00054  0.00054  0.50   98820      53   98794  5678038  57.46
  1987          23     0.00056  0.00056  0.50   98767      55   98739  5579245  56.49
  1987          24     0.00052  0.00052  0.50   98712      52   98686  5480505  55.52
  1987          25     0.00057  0.00057  0.50   98660      56   98632  5381819  54.55
  1987          26     0.00056  0.00056  0.50   98604      55   98576  5283188  53.58
  1987          27     0.00063  0.00063  0.50   98548      62   98518  5184611  52.61
  1987          28     0.00057  0.00057  0.50   98487      56   98458  5086094  51.64
  1987          29     0.00062  0.00062  0.50   98430      61   98400  4987635  50.67
  1987          30     0.00063  0.00063  0.50   98369      62   98338  4889236  49.70
  1987          31     0.00062  0.00062  0.50   98308      61   98277  4790897  48.73
  1987          32     0.00066  0.00066  0.50   98247      65   98214  4692620  47.76
  1987          33     0.00074  0.00074  0.50   98182      73   98146  4594406  46.79
  1987          34     0.00078  0.00078  0.50   98109      76   98071  4496260  45.83
  1987          35     0.00082  0.00082  0.50   98033      80   97993  4398189  44.86
  1987          36     0.00090  0.00090  0.50   97953      88   97909  4300196  43.90
  1987          37     0.00097  0.00097  0.50   97865      95   97817  4202287  42.94
  1987          38     0.00106  0.00106  0.50   97770     104   97718  4104469  41.98
  1987          39     0.00123  0.00123  0.50   97666     120   97606  4006751  41.03
  1987          40     0.00139  0.00139  0.50   97546     135   97478  3909145  40.07
  1987          41     0.00135  0.00135  0.50   97411     131   97345  3811667  39.13
  1987          42     0.00156  0.00156  0.50   97279     152   97203  3714322  38.18
  1987          43     0.00181  0.00181  0.50   97127     176   97040  3617119  37.24
  1987          44     0.00182  0.00182  0.50   96952     176   96864  3520079  36.31
  1987          45     0.00215  0.00215  0.50   96776     208   96672  3423215  35.37
  1987          46     0.00226  0.00226  0.50   96568     218   96459  3326543  34.45
  1987          47     0.00251  0.00251  0.50   96349     242   96229  3230085  33.52
  1987          48     0.00269  0.00269  0.50   96108     258   95979  3133856  32.61
  1987          49     0.00307  0.00307  0.50   95849     294   95702  3037877  31.69
  1987          50     0.00325  0.00324  0.50   95555     310   95400  2942175  30.79
  1987          51     0.00377  0.00377  0.50   95245     359   95066  2846775  29.89
  1987          52     0.00415  0.00414  0.50   94886     393   94690  2751709  29.00
  1987          53     0.00464  0.00463  0.50   94494     437   94275  2657019  28.12
  1987          54     0.00516  0.00514  0.50   94056     484   93814  2562744  27.25
  1987          55     0.00560  0.00559  0.50   93573     523   93311  2468930  26.39
  1987          56     0.00602  0.00600  0.50   93050     558   92771  2375619  25.53
  1987          57     0.00638  0.00636  0.50   92492     588   92197  2282848  24.68
  1987          58     0.00697  0.00695  0.50   91903     639   91584  2190651  23.84
  1987          59     0.00722  0.00719  0.50   91264     656   90936  2099067  23.00
  1987          60     0.00807  0.00804  0.50   90608     728   90244  2008131  22.16
  1987          61     0.00854  0.00850  0.50   89880     764   89498  1917886  21.34
  1987          62     0.00925  0.00921  0.50   89116     821   88705  1828389  20.52
  1987          63     0.01005  0.01000  0.50   88295     883   87854  1739683  19.70
  1987          64     0.01084  0.01079  0.50   87412     943   86941  1651830  18.90
  1987          65     0.01169  0.01163  0.50   86469    1005   85967  1564889  18.10
  1987          66     0.01258  0.01250  0.50   85464    1068   84930  1478922  17.30
  1987          67     0.01437  0.01426  0.50   84396    1204   83794  1393992  16.52
  1987          68     0.01573  0.01561  0.50   83192    1298   82543  1310198  15.75
  1987          69     0.01776  0.01760  0.50   81894    1442   81173  1227656  14.99
  1987          70     0.01981  0.01962  0.50   80452    1578   79663  1146483  14.25
  1987          71     0.02216  0.02192  0.50   78874    1729   78009  1066820  13.53
  1987          72     0.02434  0.02404  0.50   77145    1855   76217   988811  12.82
  1987          73     0.02749  0.02712  0.50   75290    2042   74269   912593  12.12
  1987          74     0.03055  0.03009  0.50   73248    2204   72146   838324  11.44
  1987          75     0.03518  0.03457  0.50   71044    2456   69816   766178  10.78
  1987          76     0.03958  0.03882  0.50   68588    2662   67257   696362  10.15
  1987          77     0.04468  0.04370  0.50   65926    2881   64485   629105   9.54
  1987          78     0.05112  0.04985  0.50   63044    3143   61473   564621   8.96
  1987          79     0.05748  0.05587  0.50   59902    3347   58228   503148   8.40
  1987          80     0.06676  0.06460  0.50   56555    3653   54728   444919   7.87
  1987          81     0.07283  0.07028  0.50   52901    3718   51042   390191   7.38
  1987          82     0.08205  0.07882  0.50   49184    3876   47245   339149   6.90
  1987          83     0.09233  0.08826  0.50   45307    3999   43308   291903   6.44
  1987          84     0.10267  0.09766  0.50   41309    4034   39292   248596   6.02
  1987          85     0.11615  0.10978  0.50   37274    4092   35228   209304   5.62
  1987          86     0.12799  0.12030  0.50   33183    3992   31187   174076   5.25
  1987          87     0.14291  0.13338  0.50   29191    3894   27244   142889   4.89
  1987          88     0.15431  0.14326  0.50   25297    3624   23485   115645   4.57
  1987          89     0.17551  0.16135  0.50   21673    3497   19925    92160   4.25
  1987          90     0.18742  0.17136  0.50   18176    3115   16619    72235   3.97
  1987          91     0.21876  0.19719  0.50   15061    2970   13576    55616   3.69
  1987          92     0.22426  0.20165  0.50   12091    2438   10872    42040   3.48
  1987          93     0.25048  0.22261  0.50    9653    2149    8579    31168   3.23
  1987          94     0.27107  0.23871  0.50    7504    1791    6609    22589   3.01
  1987          95     0.30300  0.26313  0.50    5713    1503    4961    15980   2.80
  1987          96     0.32936  0.28279  0.50    4210    1190    3614    11019   2.62
  1987          97     0.35717  0.30305  0.50    3019     915    2562     7405   2.45
  1987          98     0.38626  0.32374  0.50    2104     681    1764     4843   2.30
  1987          99     0.41643  0.34466  0.50    1423     490    1178     3079   2.16
  1987         100     0.44742  0.36563  0.50     933     341     762     1902   2.04
  1987         101     0.47899  0.38644  0.50     592     229     477     1139   1.93
  1987         102     0.51083  0.40690  0.50     363     148     289      662   1.82
  1987         103     0.54266  0.42685  0.50     215      92     169      373   1.73
  1987         104     0.57420  0.44612  0.50     123      55      96      204   1.65
  1987         105     0.60516  0.46458  0.50      68      32      52      108   1.58
  1987         106     0.63528  0.48214  0.50      37      18      28       55   1.51
  1987         107     0.66435  0.49870  0.50      19       9      14       28   1.46
  1987         108     0.69216  0.51421  0.50       9       5       7       13   1.41
  1987         109     0.71857  0.52864  0.50       5       2       3        6   1.37
  1987         110+    0.74345  1.00000  1.35       2       2       3        3   1.35
  1988           0     0.00474  0.00472  0.18  100000     472   99615  7852381  78.52
  1988           1     0.00079  0.00079  0.50   99528      79   99489  7752766  77.90
  1988           2     0.00043  0.00043  0.50   99449      43   99428  7653277  76.96
  1988           3     0.00034  0.00034  0.50   99407      34   99390  7553849  75.99
  1988           4     0.00026  0.00026  0.50   99373      26   99360  7454459  75.02
  1988           5     0.00023  0.00023  0.50   99346      23   99335  7355100  74.03
  1988           6     0.00022  0.00022  0.50   99324      22   99313  7255765  73.05
  1988           7     0.00020  0.00020  0.50   99302      19   99292  7156452  72.07
  1988           8     0.00016  0.00016  0.50   99283      15   99275  7057159  71.08
  1988           9     0.00014  0.00014  0.50   99267      14   99260  6957884  70.09
  1988          10     0.00013  0.00013  0.50   99253      13   99247  6858624  69.10
  1988          11     0.00014  0.00014  0.50   99240      14   99233  6759377  68.11
  1988          12     0.00014  0.00014  0.50   99226      14   99220  6660144  67.12
  1988          13     0.00017  0.00017  0.50   99213      17   99204  6560925  66.13
  1988          14     0.00017  0.00017  0.50   99196      17   99188  6461720  65.14
  1988          15     0.00025  0.00025  0.50   99180      25   99167  6362532  64.15
  1988          16     0.00040  0.00040  0.50   99155      40   99135  6263365  63.17
  1988          17     0.00050  0.00050  0.50   99115      50   99090  6164230  62.19
  1988          18     0.00056  0.00056  0.50   99065      55   99038  6065140  61.22
  1988          19     0.00059  0.00059  0.50   99010      58   98981  5966102  60.26
  1988          20     0.00060  0.00060  0.50   98952      60   98922  5867120  59.29
  1988          21     0.00059  0.00059  0.50   98892      58   98863  5768198  58.33
  1988          22     0.00052  0.00052  0.50   98834      51   98809  5669335  57.36
  1988          23     0.00058  0.00058  0.50   98783      58   98754  5570527  56.39
  1988          24     0.00055  0.00055  0.50   98726      54   98699  5471772  55.42
  1988          25     0.00057  0.00057  0.50   98672      56   98643  5373074  54.45
  1988          26     0.00058  0.00058  0.50   98615      58   98587  5274430  53.48
  1988          27     0.00058  0.00058  0.50   98558      57   98530  5175843  52.52
  1988          28     0.00056  0.00056  0.50   98501      55   98474  5077314  51.55
  1988          29     0.00060  0.00060  0.50   98446      59   98417  4978840  50.57
  1988          30     0.00058  0.00058  0.50   98387      57   98358  4880424  49.60
  1988          31     0.00062  0.00062  0.50   98330      61   98300  4782065  48.63
  1988          32     0.00066  0.00066  0.50   98269      65   98237  4683766  47.66
  1988          33     0.00069  0.00069  0.50   98204      68   98171  4585529  46.69
  1988          34     0.00075  0.00075  0.50   98137      74   98100  4487358  45.73
  1988          35     0.00083  0.00083  0.50   98063      81   98022  4389258  44.76
  1988          36     0.00089  0.00089  0.50   97982      87   97938  4291236  43.80
  1988          37     0.00101  0.00101  0.50   97895      99   97845  4193298  42.83
  1988          38     0.00106  0.00106  0.50   97796     104   97744  4095453  41.88
  1988          39     0.00116  0.00115  0.50   97692     113   97636  3997709  40.92
  1988          40     0.00125  0.00125  0.50   97579     122   97518  3900073  39.97
  1988          41     0.00146  0.00146  0.50   97458     142   97387  3802555  39.02
  1988          42     0.00148  0.00148  0.50   97316     144   97244  3705168  38.07
  1988          43     0.00175  0.00175  0.50   97172     170   97087  3607924  37.13
  1988          44     0.00196  0.00196  0.50   97001     190   96906  3510838  36.19
  1988          45     0.00202  0.00202  0.50   96811     195   96714  3413931  35.26
  1988          46     0.00229  0.00229  0.50   96616     221   96505  3317218  34.33
  1988          47     0.00246  0.00246  0.50   96395     237   96276  3220712  33.41
  1988          48     0.00268  0.00268  0.50   96158     258   96029  3124436  32.49
  1988          49     0.00289  0.00288  0.50   95900     277   95762  3028407  31.58
  1988          50     0.00337  0.00337  0.50   95623     322   95462  2932646  30.67
  1988          51     0.00354  0.00354  0.50   95301     337   95133  2837184  29.77
  1988          52     0.00407  0.00406  0.50   94964     385   94771  2742051  28.87
  1988          53     0.00446  0.00445  0.50   94579     421   94368  2647280  27.99
  1988          54     0.00500  0.00499  0.50   94158     470   93923  2552911  27.11
  1988          55     0.00544  0.00543  0.50   93688     508   93434  2458989  26.25
  1988          56     0.00586  0.00584  0.50   93180     544   92907  2365555  25.39
  1988          57     0.00659  0.00656  0.50   92635     608   92331  2272647  24.53
  1988          58     0.00684  0.00682  0.50   92027     627   91714  2180316  23.69
  1988          59     0.00746  0.00744  0.50   91400     680   91060  2088602  22.85
  1988          60     0.00797  0.00794  0.50   90720     720   90360  1997542  22.02
  1988          61     0.00873  0.00869  0.50   90000     782   89609  1907182  21.19
  1988          62     0.00946  0.00941  0.50   89218     840   88798  1817573  20.37
  1988          63     0.01021  0.01015  0.50   88378     897   87930  1728774  19.56
  1988          64     0.01075  0.01069  0.50   87481     935   87013  1640845  18.76
  1988          65     0.01157  0.01150  0.50   86546     995   86048  1553831  17.95
  1988          66     0.01279  0.01271  0.50   85551    1087   85007  1467783  17.16
  1988          67     0.01406  0.01396  0.50   84463    1179   83873  1382776  16.37
  1988          68     0.01629  0.01616  0.50   83284    1346   82611  1298903  15.60
  1988          69     0.01773  0.01758  0.50   81938    1440   81218  1216292  14.84
  1988          70     0.01968  0.01949  0.50   80497    1568   79713  1135075  14.10
  1988          71     0.02232  0.02207  0.50   78929    1742   78058  1055361  13.37
  1988          72     0.02503  0.02472  0.50   77187    1908   76233   977303  12.66
  1988          73     0.02754  0.02716  0.50   75279    2045   74257   901070  11.97
  1988          74     0.03133  0.03084  0.50   73234    2259   72105   826813  11.29
  1988          75     0.03510  0.03449  0.50   70976    2448   69752   754708  10.63
  1988          76     0.03967  0.03890  0.50   68528    2665   67195   684957  10.00
  1988          77     0.04566  0.04464  0.50   65862    2940   64392   617762   9.38
  1988          78     0.05154  0.05024  0.50   62922    3161   61341   553370   8.79
  1988          79     0.05879  0.05711  0.50   59761    3413   58054   492028   8.23
  1988          80     0.06581  0.06371  0.50   56347    3590   54552   433974   7.70
  1988          81     0.07753  0.07464  0.50   52757    3938   50789   379422   7.19
  1988          82     0.08413  0.08074  0.50   48820    3941   46849   328633   6.73
  1988          83     0.09466  0.09038  0.50   44878    4056   42850   281784   6.28
  1988          84     0.10645  0.10107  0.50   40822    4126   38759   238934   5.85
  1988          85     0.11821  0.11162  0.50   36696    4096   34648   200175   5.45
  1988          86     0.13210  0.12391  0.50   32600    4040   30581   165526   5.08
  1988          87     0.14909  0.13874  0.50   28561    3963   26580   134946   4.72
  1988          88     0.16740  0.15447  0.50   24598    3800   22698   108366   4.41
  1988          89     0.17898  0.16428  0.50   20799    3417   19090    85668   4.12
  1988          90     0.20238  0.18378  0.50   17382    3194   15785    66578   3.83
  1988          91     0.21481  0.19398  0.50   14187    2752   12811    50793   3.58
  1988          92     0.24591  0.21898  0.50   11435    2504   10183    37982   3.32
  1988          93     0.25459  0.22584  0.50    8931    2017    7923    27798   3.11
  1988          94     0.29009  0.25335  0.50    6914    1752    6038    19876   2.87
  1988          95     0.31813  0.27447  0.50    5162    1417    4454    13837   2.68
  1988          96     0.34655  0.29537  0.50    3746    1106    3192     9383   2.51
  1988          97     0.37620  0.31664  0.50    2639     836    2221     6191   2.35
